carat,cut,color,clarity,depth,table,price,x,y,z
0.27,Ideal,E,VS1,61.6,56,603,4.17,4.14,2.56
0.9,Premium,E,SI2,59.5,61,3084,6.3,6.24,3.73
0.32,Premium,F,VS2,61.2,59,645,4.4,4.42,2.7
0.61,Very Good,G,VVS2,62.3,59,2351,5.4,5.45,3.38
0.34,Ideal,G,IF,61.5,56,952,4.52,4.54,2.79
0.71,Premium,J,SI1,61,61,1853,5.71,5.66,3.47
1.08,Fair,G,VS1,64.7,60,7076,6.44,6.41,4.16
0.5,Good,F,VS2,64,57,1323,5.08,5.04,3.23
0.32,Premium,E,SI2,61.7,60,449,4.38,4.41,2.71
1,Ideal,G,VVS2,60.8,57,7744,6.45,6.47,3.93
0.9,Good,E,VS2,64,58,4278,6.02,6.07,3.87
0.91,Good,F,VVS2,64,61,5317,6.06,6.13,3.9
1.28,Premium,H,SI2,61.9,56,5949,7.02,6.94,4.32
0.41,Very Good,G,SI1,62.4,56,698,4.75,4.77,2.97
1.53,Premium,G,VS1,61,60,14344,7.43,7.4,4.52
0.93,Very Good,F,SI1,61.1,58,4534,6.26,6.3,3.84
0.71,Very Good,G,VS1,63.3,56,2494,5.67,5.64,3.58
0.43,Very Good,G,VVS1,60.7,57,1143,4.87,4.89,2.96
0.71,Ideal,D,SI2,60.2,57,2262,5.77,5.83,3.49
0.53,Ideal,D,SI1,62.3,56,1566,5.15,5.18,3.22
0.72,Very Good,H,SI2,62.9,57,1970,5.64,5.68,3.56
2.51,Fair,H,SI2,64.7,57,18308,8.44,8.5,5.48
0.3,Very Good,E,VS2,62.7,53,603,4.32,4.35,2.72
0.72,Ideal,F,VVS1,62,56,4252,5.73,5.75,3.56
1.62,Ideal,I,VS2,62.4,57,9604,7.45,7.51,4.67
0.35,Ideal,E,VS2,61.6,57,744,4.53,4.56,2.8
0.41,Ideal,E,VS1,61.4,57,1153,4.82,4.79,2.95
1,Good,E,VVS2,65.3,56,7226,6.19,6.24,4.06
1.7,Fair,F,SI2,64.5,57,9996,7.55,7.51,4.86
1.01,Premium,D,SI1,60,60,5543,6.51,6.45,3.89
0.91,Premium,G,SI1,58,59,3392,6.45,6.38,3.72
0.8,Very Good,G,SI1,62.9,56,3070,5.88,5.95,3.72
0.72,Very Good,G,SI1,63.6,56,2170,5.69,5.72,3.63
0.32,Ideal,F,VVS2,61.6,55,945,4.41,4.42,2.72
0.34,Ideal,E,VS1,61.4,57,1033,4.5,4.46,2.75
0.71,Ideal,F,SI2,61.4,55,2525,5.76,5.78,3.54
0.7,Premium,F,SI1,59.4,60,2239,5.77,5.74,3.42
1.01,Premium,H,SI2,61.1,60,3054,6.46,6.41,3.93
0.4,Very Good,H,SI1,62.9,56,666,4.65,4.7,2.94
0.52,Ideal,G,VVS1,62.1,56,1829,5.15,5.17,3.2
0.7,Ideal,H,VS2,61.4,56,2733,5.72,5.75,3.52
0.72,Ideal,F,SI2,62,57,2359,5.72,5.76,3.56
0.41,Ideal,E,VS2,62.4,54,935,4.76,4.79,2.98
0.3,Ideal,H,VVS1,61.8,55,665,4.34,4.37,2.69
0.32,Ideal,H,SI1,61,56,479,4.4,4.42,2.69
1,Good,D,VS1,62.7,62,7672,6.21,6.23,3.9
0.92,Premium,D,SI2,62.4,60,4096,6.25,6.21,3.89
2,Premium,G,SI2,60.8,55,13007,8.09,7.95,4.88
0.41,Premium,E,VVS2,60.9,56,1231,4.84,4.78,2.93
0.57,Premium,F,VS2,60.3,58,1754,5.4,5.44,3.27
2,Premium,G,SI1,59,62,14918,6.16,6.15,4.82
0.72,Ideal,E,SI1,60.8,55,2869,5.77,5.84,3.53
0.51,Ideal,G,VVS2,61.6,56,1827,5.12,5.14,3.16
0.31,Premium,G,VVS1,60.4,59,1046,4.41,4.37,2.65
0.9,Premium,H,VS2,62.6,58,3933,6.14,6.19,3.86
0.3,Ideal,G,SI1,62.2,55,422,4.27,4.32,2.67
2.01,Ideal,J,VS1,60.9,56,16319,8.14,8.18,4.97
1.71,Good,J,SI2,63.9,59,7508,7.55,7.47,4.8
0.33,Very Good,G,VS1,61.3,57,681,4.47,4.49,2.75
0.51,Very Good,H,VS2,63.5,60,1268,5.04,5.01,3.19
0.5,Ideal,H,SI1,62.5,57,1140,5.06,5.08,3.17
0.42,Premium,E,SI1,61.6,59,992,4.85,4.83,2.98
0.45,Ideal,F,VS2,62.8,55,945,4.88,4.86,3.06
0.43,Good,E,SI1,60.6,61,723,4.96,4.98,3.01
0.64,Ideal,F,VS2,61.1,56,2419,5.57,5.59,3.41
0.72,Premium,F,VS2,62.1,57,2724,5.73,5.71,3.55
0.33,Very Good,G,VVS1,62.8,59,868,4.38,4.44,2.77
0.56,Ideal,H,VS1,61.6,56,1949,5.31,5.34,3.28
2,Fair,H,SI1,65.6,58,15762,7.92,7.76,5.15
0.33,Ideal,D,VS2,61.1,56,822,4.5,4.54,2.76
0.3,Good,G,VS2,63.9,55,526,4.27,4.28,2.73
0.86,Premium,E,SI1,61.9,61,3323,6.07,5.99,3.73
1.14,Very Good,F,SI2,59.2,63,5033,6.78,6.86,4.04
0.52,Good,F,VS1,64.2,58,1841,5.1,5.02,3.25
0.7,Good,D,SI2,63.6,62,2247,5.61,5.55,3.55
0.57,Premium,E,VS2,62.5,55,1645,5.33,5.27,3.31
2.14,Premium,H,SI2,61.2,57,13421,8.36,8.32,5.1
0.9,Good,F,VS2,64.5,60,4268,6.03,6.07,3.9
0.38,Ideal,D,VS1,62.4,54.1,1092,4.62,4.67,2.9
0.7,Ideal,G,VVS1,62.3,57,3123,5.61,5.65,3.51
1.33,Good,I,VS1,63.7,56,7090,6.96,6.92,4.42
0.32,Very Good,I,VS1,62.6,58,505,4.38,4.4,2.75
1.11,Very Good,G,SI2,63.2,56,4848,6.61,6.56,4.16
0.33,Ideal,G,VVS2,62,53.5,754,4.44,4.48,2.76
0.96,Premium,I,SI2,62.7,58,3229,6.24,6.2,3.9
0.82,Ideal,H,VVS1,62.9,56,3420,5.99,5.91,3.74
1.01,Very Good,H,SI2,58.9,60,4185,6.62,6.58,3.89
1.98,Ideal,I,SI1,62.6,55,14581,8.04,8.1,5.05
1.52,Ideal,H,VS2,60.7,56,11206,7.49,7.41,4.52
1.07,Ideal,J,SI1,61.5,55,5281,6.58,6.62,4.06
1.01,Very Good,E,VS2,59.3,59,5760,6.5,6.56,3.87
0.36,Ideal,D,VS2,60.6,57,852,4.57,4.61,2.78
0.41,Premium,G,SI2,61.4,58,611,4.75,4.8,2.93
0.27,Very Good,G,VVS2,62,56,504,4.14,4.17,2.57
1.54,Premium,I,SI2,61.5,61,6278,7.41,7.31,4.53
0.32,Good,D,SI1,63.7,55,589,4.35,4.38,2.78
1.51,Fair,F,I1,67.5,56,3734,7.17,7.05,4.8
0.54,Ideal,H,VS2,60.1,57,1338,5.28,5.33,3.19
1.29,Premium,J,VVS2,62.6,59,6356,6.98,6.91,4.35
0.26,Ideal,H,SI1,60.5,58,474,4.16,4.17,2.52
0.7,Ideal,E,VVS2,62.2,54,3585,5.68,5.74,3.55
0.51,Ideal,G,VVS2,61.1,56,1875,5.15,5.19,3.16
1.14,Ideal,H,VS2,61.6,56,5831,6.68,6.72,4.13
2.53,Ideal,I,SI1,62.4,57,16709,8.68,8.59,5.39
0.99,Ideal,H,SI1,61.1,56,5287,6.44,6.47,3.94
2.38,Premium,J,VS2,62.6,59,16273,8.52,8.49,5.32
1.11,Very Good,I,SI1,61.9,59,4273,6.58,6.64,4.09
0.59,Good,F,VS2,64.9,57,1643,5.2,5.25,3.39
0.61,Ideal,H,VS2,62.5,54,1591,5.43,5.45,3.4
0.37,Ideal,H,IF,61.8,55,936,4.65,4.67,2.88
1.01,Ideal,F,VS1,61.1,59,7870,6.46,6.5,3.96
0.7,Very Good,H,SI1,57.7,60,2048,5.85,5.9,3.39
0.71,Premium,D,SI1,60.9,59,2743,5.72,5.71,3.48
0.32,Ideal,H,VVS2,62,55,828,4.42,4.39,2.73
1.2,Very Good,G,IF,59.4,61,9987,6.92,6.95,4.12
1,Good,G,SI2,59.7,63,3860,6.43,6.5,3.86
0.4,Very Good,E,VS2,63,57,888,4.67,4.69,2.95
1.37,Ideal,I,SI2,62.2,56,6401,7.07,7.14,4.42
0.33,Ideal,F,VVS1,62,59,829,4.42,4.45,2.75
2.01,Premium,H,SI1,60.9,59,16733,8.15,8.04,4.93
1.24,Premium,F,SI2,61.4,58,5889,6.94,6.9,4.25
0.7,Premium,H,VS1,60.2,56,2435,5.78,5.71,3.46
1.32,Ideal,D,VVS2,59.3,59,15802,7.16,7.23,4.27
0.4,Very Good,D,SI1,63.3,57,924,4.71,4.68,2.97
0.9,Very Good,F,SI2,61,61,4441,6.14,6.18,3.76
0.31,Ideal,I,SI1,61.4,56,430,4.35,4.38,2.68
0.72,Ideal,E,SI2,61.7,57,2337,5.72,5.78,3.55
1.5,Very Good,F,VVS2,63.8,59,16116,7.17,7.25,4.6
0.64,Premium,E,SI1,61.2,62,1682,5.56,5.52,3.39
1.01,Premium,F,SI2,62.2,59,5096,6.41,6.38,3.98
1.08,Premium,G,SI2,59.8,57,4318,6.72,6.66,4
0.33,Ideal,D,VS2,62.1,55,781,4.43,4.46,2.76
0.51,Very Good,E,SI1,62.5,57,1438,5.06,5.09,3.17
0.41,Ideal,H,SI2,60.8,57,787,4.84,4.8,2.93
0.9,Very Good,G,VS1,62.7,56,4780,6.1,6.14,3.84
1.01,Very Good,G,VS1,59.3,57,7451,6.55,6.6,3.9
1.16,Ideal,G,SI2,61.6,55,5078,6.78,6.8,4.18
1.56,Premium,F,SI2,58.8,59,7950,7.76,7.61,4.52
0.53,Good,E,VS2,63.5,59,1561,5.13,5.17,3.27
0.32,Premium,I,VS2,62.8,58,576,4.37,4.33,2.73
1.15,Premium,G,VVS1,60.8,58,9025,6.77,6.74,4.11
0.95,Premium,G,SI2,62.6,58,3181,6.22,6.18,3.88
2.35,Premium,I,SI1,61.8,58,14185,8.58,8.44,5.26
0.3,Ideal,E,VVS1,60.1,57,956,4.41,4.38,2.64
0.36,Ideal,H,VVS1,61.8,56,794,4.6,4.63,2.85
0.54,Ideal,F,VS2,61,56,1615,5.27,5.32,3.23
0.8,Ideal,F,VS1,62.4,55,3884,5.92,5.88,3.68
1.34,Ideal,G,VVS2,62,55,11955,7.02,7.08,4.37
0.92,Premium,D,SI1,62.3,58,4274,6.27,6.21,3.89
1.2,Very Good,F,VVS2,62.9,59,10891,6.72,6.76,4.24
0.43,Ideal,H,SI1,62.4,56,716,4.81,4.83,3.01
2,Ideal,H,VS2,62.4,55,15829,8.03,7.94,4.99
1.2,Premium,E,VS2,62.2,59,8602,6.82,6.78,4.23
1,Fair,D,SI1,67.3,57,5096,6.15,6.04,4.1
1.5,Premium,I,VVS1,62.4,60,11155,7.32,7.29,4.56
1.71,Very Good,D,SI2,62.1,58,11737,7.56,7.64,4.72
0.49,Good,D,VS1,57.5,60,1738,5.18,5.25,3
0.72,Ideal,G,VS2,61.3,56,2960,5.77,5.81,3.55
1.51,Very Good,E,SI2,61.1,60,9343,7.27,7.37,4.47
1.01,Fair,F,VS2,69,61,6041,6.06,5.99,4.16
1.23,Ideal,G,VVS2,61,55,9525,6.93,6.95,4.23
1.01,Premium,G,VVS2,61.7,59,7466,6.44,6.37,3.95
1.03,Ideal,E,SI1,62.2,57,5234,6.42,6.48,4.01
0.4,Premium,G,VS1,60.7,58,877,4.78,4.81,2.91
0.4,Ideal,D,VS2,62.8,57,895,4.68,4.72,2.95
1.01,Very Good,I,SI1,62.1,58,3888,6.38,6.44,3.98
1,Good,G,VVS1,58.4,60,7467,6.55,6.61,3.84
2.01,Good,H,SI2,57.6,60,12215,8.32,8.23,4.76
0.32,Ideal,G,VVS1,62.4,56,1080,4.39,4.36,2.73
2.01,Premium,H,SI1,61.8,58,17347,8.13,8.06,5
0.4,Good,D,SI2,63.8,54,622,4.7,4.73,3.01
0.67,Good,F,VS2,58.1,62,2309,5.76,5.83,3.36
0.4,Very Good,E,VVS2,63.5,54,1017,4.69,4.73,2.99
0.5,Good,G,VS1,59.8,63,1645,5.12,5.15,3.07
0.7,Very Good,H,VS2,61.8,58,2042,5.66,5.73,3.52
0.56,Ideal,I,VS2,62.2,57,1417,5.27,5.28,3.28
1.02,Fair,F,SI2,66.6,58,3633,6.21,6.14,4.11
0.43,Ideal,F,VVS1,62,57,1358,4.81,4.84,2.99
0.38,Premium,G,VS1,61,58,1069,4.71,4.67,2.86
0.9,Ideal,D,VS2,61.2,56,6689,6.2,6.26,3.81
2.57,Premium,D,SI2,58.9,58,17924,8.99,8.94,5.28
1.01,Premium,D,SI1,58.9,58,5532,6.57,6.54,3.86
1.01,Premium,E,IF,62.6,58,11491,6.44,6.37,4.01
0.34,Ideal,G,IF,61.6,54,974,4.49,4.53,2.78
0.24,Very Good,H,VVS2,61.9,57,449,3.97,4.01,2.47
0.3,Premium,E,VS2,59.1,58,844,4.39,4.37,2.59
0.49,Very Good,G,IF,59.7,56,1865,5.16,5.19,3.09
0.7,Ideal,F,VS2,61.9,55,3011,5.7,5.74,3.54
0.5,Very Good,D,VS2,62.2,60,1378,5.15,5.05,3.17
0.41,Very Good,D,VS1,61.7,58,1018,4.76,4.8,2.95
1.16,Ideal,F,VS2,61.3,57,9432,6.76,6.79,4.15
0.4,Premium,G,VVS2,61.3,59,917,4.74,4.78,2.92
0.71,Ideal,F,VS1,60.4,57,3284,5.78,5.81,3.5
1.5,Good,G,I1,57.4,62,3179,7.56,7.39,4.29
0.38,Ideal,E,VS1,61.6,56,924,4.65,4.7,2.88
0.76,Premium,D,SI1,61.1,59,2847,5.93,5.88,3.61
0.4,Very Good,I,VS1,61.7,57,741,4.71,4.73,2.91
0.76,Very Good,H,SI1,63,58,2593,5.78,5.8,3.65
0.5,Premium,F,SI2,61.4,61,1172,5.14,5.09,3.14
0.38,Premium,E,VS1,60.2,58,1000,4.66,4.71,2.82
0.52,Very Good,G,SI1,61.1,56,1311,5.19,5.23,3.18
2.01,Premium,H,SI1,58.5,58,16956,8.3,8.25,4.84
0.55,Ideal,G,VS1,60.9,55,1991,5.34,5.37,3.26
1.01,Premium,F,VS2,61.6,59,6707,6.43,6.39,3.95
0.6,Ideal,F,VS1,61.9,55,2201,5.4,5.42,3.35
0.72,Very Good,G,VS1,63.5,55,2422,5.75,5.68,3.63
1,Good,D,SI1,57.6,62,4155,6.62,6.5,3.78
1.2,Good,F,VS1,64,56,6209,6.63,6.58,4.23
0.7,Ideal,F,SI1,61.5,57,2528,5.67,5.74,3.51
0.32,Ideal,E,VS2,62,55,804,4.41,4.37,2.72
1.01,Very Good,G,VS1,59.1,58,6613,6.56,6.63,3.9
0.52,Premium,D,SI1,61.4,58,1720,5.19,5.16,3.18
0.3,Good,H,VVS1,63.1,54,638,4.28,4.34,2.72
1.17,Premium,H,SI1,62.6,59,4631,6.78,6.71,4.22
1.07,Premium,I,I1,59.8,59,2260,6.68,6.62,3.98
1.03,Premium,E,SI2,61.8,59,4845,6.47,6.42,3.98
1.09,Ideal,G,VS1,61.7,54,7992,6.65,6.7,4.12
0.61,Ideal,E,VS1,61.6,57,2161,5.42,5.45,3.35
2,Good,I,VS2,63.5,59,14889,7.93,7.98,5.05
0.33,Ideal,F,VS2,61.9,57,854,4.42,4.4,2.73
0.35,Premium,E,VVS1,60.7,59,1044,4.55,4.58,2.77
0.42,Ideal,I,IF,62,54,961,4.82,4.85,3
0.92,Ideal,D,SI1,62.2,56,4561,6.23,6.27,3.89
0.46,Ideal,F,VS1,62.7,56,1418,4.91,4.94,3.09
2.02,Very Good,I,VS2,63.1,55,17581,8,8.09,5.08
1.23,Very Good,G,VVS2,62.2,57,9999,6.8,6.87,4.25
1.06,Premium,H,SI1,61.6,59,4872,6.55,6.54,4.03
1.1,Ideal,H,SI2,62,55,4537,6.6,6.62,4.1
0.91,Good,H,VS1,57.8,61,4566,6.4,6.36,3.69
0.39,Very Good,G,VVS1,62.7,58,854,4.65,4.69,2.93
0.73,Premium,I,VS1,61.2,59,2371,5.82,5.84,3.57
0.53,Ideal,F,SI1,61.5,56,1639,5.2,5.24,3.21
0.25,Very Good,E,VVS2,63.1,56,740,4.05,4,2.54
1.01,Very Good,E,SI1,63.1,60,5002,6.37,6.34,4.01
0.3,Ideal,E,VS2,61.5,55,658,4.32,4.4,2.68
0.34,Premium,E,VS2,61.9,58,956,4.45,4.43,2.75
1.03,Ideal,I,SI2,62.2,57,3997,6.5,6.46,4.03
0.55,Ideal,D,SI2,61.3,57,1272,5.23,5.28,3.22
0.71,Ideal,I,VS1,60.9,55,2525,5.8,5.81,3.53
0.53,Ideal,G,SI2,62.4,56,1093,5.18,5.14,3.22
1.01,Premium,H,VS1,61.2,61,5294,6.44,6.41,3.93
0.91,Very Good,D,SI2,63.9,56,3837,6.06,6.09,3.88
0.3,Premium,E,VS1,61.8,58,710,4.31,4.33,2.67
0.36,Ideal,E,SI1,62.1,56,631,4.56,4.59,2.84
0.91,Premium,G,SI1,62.8,58,3975,6.18,6.15,3.87
0.71,Ideal,G,SI1,60.5,56,2776,5.8,5.76,3.5
0.31,Premium,E,SI1,62.9,58,698,4.33,4.29,2.71
0.3,Ideal,F,VVS1,61.1,55,1041,4.36,4.38,2.67
1.2,Very Good,I,SI1,63.8,57,5352,6.64,6.72,4.26
1.01,Fair,H,VS1,66.1,55,4044,6.28,6.24,4.14
0.41,Ideal,G,VS1,61.5,56,899,4.77,4.79,2.94
0.4,Ideal,H,IF,62.7,57,1158,4.68,4.7,2.94
1,Premium,E,SI1,62.6,60,5445,6.3,6.35,3.97
1.07,Premium,I,VS2,60.7,58,4491,6.62,6.66,4.03
0.9,Good,E,SI1,63.8,56,3800,6.12,6.05,3.88
0.41,Premium,G,VS2,59.9,59,1061,4.86,4.82,2.9
0.7,Ideal,H,SI2,59.9,57,2142,5.77,5.74,3.45
0.3,Ideal,I,VVS1,61.8,54,540,4.32,4.35,2.68
1.39,Premium,H,VS2,62.5,59,7006,7.17,7.1,4.46
0.3,Premium,E,SI1,62.5,59,675,4.3,4.28,2.68
0.4,Ideal,E,VS1,62.4,58,1250,4.7,4.72,2.94
0.9,Ideal,I,VS2,62.6,54.3,3820,6.14,6.17,3.86
0.32,Premium,H,VVS2,62.1,58,828,4.39,4.34,2.71
0.32,Ideal,H,VS1,61.1,56,561,4.44,4.46,2.72
0.3,Very Good,G,VS1,62.5,59,629,4.32,4.25,2.68
1,Good,G,VS1,63.7,60,4805,6.38,6.31,4.04
2.03,Premium,D,SI2,61.7,58,13229,8.14,8.1,5.01
0.53,Premium,H,VS1,62.3,58,1607,5.17,5.13,3.21
0.91,Fair,D,SI2,62.5,66,3079,6.08,6.01,3.78
1.06,Very Good,I,SI2,62.8,56,4132,6.47,6.55,4.09
1.53,Ideal,H,SI1,62.9,60,10145,7.36,7.28,4.61
0.41,Ideal,I,SI1,61.7,55,561,4.77,4.8,2.95
0.33,Premium,D,VVS2,60.4,60,1052,4.51,4.46,2.71
1,Premium,G,SI2,59,62,3998,6.52,6.47,3.83
1.12,Fair,G,VS1,64.8,56,5487,6.48,6.52,4.21
0.33,Ideal,H,VS1,61.9,56,579,4.44,4.48,2.76
0.74,Premium,F,SI1,58.8,61,2042,5.88,5.82,3.44
0.32,Ideal,E,VS1,61.6,57,972,4.39,4.35,2.69
0.73,Ideal,E,SI2,60.9,57,2581,5.83,5.8,3.54
1.05,Ideal,H,SI1,62.5,56,4937,6.43,6.52,4.05
1.4,Ideal,H,SI2,61.2,56,7213,7.23,7.18,4.41
1,Ideal,H,SI2,62,55,4580,6.39,6.43,3.98
0.71,Good,E,SI1,59.2,61,2651,5.8,5.85,3.45
1.14,Ideal,H,VVS2,61.9,56,7354,6.69,6.72,4.15
1.27,Ideal,H,SI1,59.8,57,7297,7.08,7.01,4.22
0.8,Very Good,F,VS2,63.3,59.8,3283,5.79,5.83,3.68
1.53,Very Good,H,SI1,61,61,10468,7.4,7.45,4.53
0.7,Very Good,E,SI2,59.5,56,2281,5.79,5.81,3.45
2,Fair,G,VS2,67.6,58,18515,7.65,7.61,5.16
0.59,Very Good,H,SI2,60.3,56,1160,5.43,5.48,3.29
0.9,Ideal,H,VS2,59.9,57,4584,6.27,6.31,3.77
0.72,Ideal,F,VS2,60.3,56,2724,5.84,5.81,3.51
1,Good,G,SI1,62.2,65,3965,6.28,6.22,3.89
1.01,Premium,G,VS1,59.8,59,6529,6.55,6.5,3.9
0.5,Very Good,G,VS2,62.8,56,1373,5.05,5.08,3.18
1.02,Ideal,G,VS2,60.4,57,6416,6.55,6.53,3.95
1.18,Ideal,G,VS1,61.9,56,8556,6.81,6.76,4.2
0.71,Very Good,E,SI2,61.9,63,2375,5.74,5.69,3.54
1.01,Very Good,G,VS1,63.2,61,6529,6.35,6.33,4.01
0.56,Premium,G,SI1,60.2,59,1340,5.34,5.36,3.22
1.5,Very Good,F,SI2,62.3,60,8431,7.29,7.34,4.56
0.85,Very Good,I,VS2,60,57,3070,6.1,6.16,3.68
0.38,Very Good,G,VS1,60.7,55,1031,4.71,4.74,2.87
0.4,Very Good,F,VS1,61.5,59,982,4.71,4.76,2.91
0.7,Very Good,F,VS2,61.7,60,2744,5.63,5.65,3.48
1.13,Premium,H,VS2,62.8,59,5571,6.63,6.58,4.15
0.9,Good,G,VS2,60.4,61,4547,6.23,6.32,3.79
0.34,Ideal,D,VS2,60.6,57,1033,4.53,4.51,2.74
0.31,Premium,F,VS1,61.8,60,680,4.35,4.39,2.7
1.01,Good,E,SI1,59.3,64,4480,6.49,6.47,3.84
0.3,Very Good,D,SI1,62.1,58,552,4.25,4.28,2.65
0.9,Ideal,D,SI2,62.3,57,3871,6.17,6.23,3.86
1.5,Good,J,SI2,63.6,58,6421,7.25,7.18,4.59
0.62,Ideal,G,SI1,61.6,56,1563,5.46,5.55,3.39
0.6,Ideal,D,SI1,62.3,57,1840,5.42,5.37,3.36
0.77,Very Good,F,VVS1,61.1,57,4304,5.91,5.94,3.62
0.64,Ideal,H,SI2,60.8,56,1125,5.57,5.61,3.4
0.8,Ideal,F,VS1,62.8,56,4070,5.91,5.96,3.73
2.03,Premium,G,VS2,59.6,60,18680,8.27,8.21,4.91
0.7,Ideal,E,VS2,62.2,55,2616,5.72,5.69,3.55
0.42,Ideal,G,VS2,61.6,56,1087,4.83,4.82,2.97
1.3,Very Good,I,VS2,62.7,57,6290,6.88,6.9,4.32
1.5,Very Good,E,VS2,63.2,57,14527,7.29,7.26,4.6
0.31,Good,D,SI1,63.4,58,571,4.32,4.35,2.75
0.74,Premium,E,VS1,61.1,58,3462,5.81,5.84,3.56
1.31,Premium,G,VS2,61.3,58,9085,7.05,7.01,4.31
2.01,Ideal,H,SI1,61.5,55,14837,8.11,8.06,4.97
1.02,Good,D,SI2,61.5,61,4318,6.34,6.41,3.92
1.01,Very Good,F,SI2,59.1,57,4304,6.57,6.62,3.9
1.02,Premium,D,IF,61.5,60,15370,6.52,6.45,3.99
0.34,Ideal,D,SI2,61.4,56,481,4.5,4.55,2.78
1.54,Very Good,H,SI2,62.3,56,8301,7.33,7.38,4.58
1.31,Ideal,G,VS2,61.9,56,9085,7.08,7.05,4.37
1.2,Premium,J,SI2,61.7,57,3782,6.85,6.79,4.21
1.07,Ideal,G,VVS2,62.3,54,8145,6.54,6.56,4.08
0.5,Premium,G,VS1,60.9,59,1583,5.14,5.11,3.12
0.7,Ideal,H,SI1,60.4,56,2815,5.75,5.81,3.49
0.8,Good,D,SI2,64,60,2229,5.91,5.81,3.75
0.32,Very Good,G,VS1,63,55,645,4.35,4.38,2.75
0.3,Good,E,SI1,63.7,59,526,4.21,4.27,2.7
1.19,Ideal,D,VS2,60.4,56,7916,6.87,6.93,4.17
1,Ideal,F,VS2,62.6,57,6804,6.4,6.35,3.99
1.07,Premium,F,SI1,62.5,59,5436,6.57,6.52,4.09
0.5,Premium,E,VS1,62.4,59,1675,5.06,5.1,3.17
0.38,Premium,F,VS1,62.4,59,933,4.57,4.63,2.87
0.32,Very Good,I,VS2,63,56,449,4.38,4.42,2.77
0.53,Very Good,H,SI1,61.7,55,1189,5.2,5.24,3.22
0.63,Ideal,H,SI2,61.7,55,1196,5.51,5.56,3.41
1.54,Premium,I,SI2,60.1,61,7727,7.46,7.41,4.47
1.21,Ideal,H,SI1,60.7,57,7810,6.85,6.89,4.17
1.22,Premium,D,VS2,62,60,9581,6.74,6.79,4.22
1.16,Very Good,I,SI1,62.9,58,4586,6.64,6.69,4.19
0.72,Ideal,E,VS2,61.5,56,3385,5.71,5.77,3.53
0.37,Ideal,I,VVS2,61.9,54,632,4.62,4.66,2.87
1.01,Very Good,H,VS2,62.2,56,4821,6.35,6.44,3.98
2,Very Good,J,SI1,60.8,58,12768,7.99,8.07,4.88
0.51,Ideal,G,SI2,61.5,55,1129,5.16,5.18,3.18
1.58,Ideal,E,VS1,62.6,56,18057,7.44,7.41,4.65
0.62,Premium,G,SI1,59.9,58,1572,5.56,5.49,3.31
0.31,Ideal,G,VS2,62.1,55,577,4.35,4.38,2.71
1.21,Very Good,H,VS1,62.8,54.4,7786,6.78,6.81,4.26
1.28,Ideal,F,VS1,61.5,55,12061,6.98,7.01,4.3
0.3,Ideal,E,VS2,61,56,658,4.33,4.36,2.65
0.7,Ideal,I,SI1,61.3,57,1790,5.72,5.75,3.52
1.08,Fair,J,VS2,65.1,54,3980,6.47,6.44,4.2
1.06,Premium,G,VS2,60.9,57,6582,6.65,6.61,4.04
0.23,Very Good,D,VVS1,61.3,61,492,3.94,3.99,2.43
0.73,Premium,I,VVS2,61.5,58,2519,5.78,5.73,3.54
0.3,Ideal,I,VS2,61.4,58,438,4.29,4.31,2.64
0.3,Very Good,G,VS2,63.5,54,675,4.28,4.25,2.71
1.54,Ideal,G,VS2,60.8,57,15395,7.44,7.46,4.53
0.34,Ideal,G,VS2,62,56,596,4.47,4.5,2.78
1.04,Premium,E,VVS1,60.9,58,11382,6.61,6.53,4
0.33,Very Good,G,VVS2,63,56,672,4.42,4.47,2.8
0.4,Ideal,G,VS1,62.8,56,1125,4.7,4.67,2.94
0.4,Ideal,F,VVS1,61.5,56,1128,4.73,4.77,2.92
0.5,Ideal,F,VVS2,61.8,53,2283,5.13,5.18,3.19
0.8,Premium,H,SI1,62.5,59,2553,5.96,5.91,3.71
0.53,Ideal,E,VVS2,61.9,55,2263,5.19,5.22,3.22
0.27,Premium,E,VS1,60.2,59,603,4.24,4.2,2.54
1.2,Ideal,F,IF,61.6,57,14300,6.84,6.79,4.2
0.31,Premium,H,SI1,62.8,58,558,4.32,4.28,2.7
0.41,Premium,E,VVS1,62.2,58,1431,4.77,4.75,2.96
0.77,Premium,D,VS1,59.4,59,3966,6,5.96,3.55
0.26,Ideal,H,VS1,62.6,56,448,4.07,4.09,2.55
0.57,Good,D,SI1,59.3,61,1561,5.34,5.38,3.18
1.01,Good,G,VS2,63.2,64,5538,6.34,6.28,3.99
0.41,Ideal,F,VVS1,61.8,55,1356,4.78,4.76,2.95
0.7,Very Good,D,SI1,63.7,60,2565,5.57,5.61,3.56
1.71,Premium,G,VS1,62.3,58,17197,7.65,7.61,4.75
0.74,Ideal,F,VS1,62,57,3593,5.81,5.78,3.6
0.34,Ideal,F,VVS2,62,54.2,846,4.47,4.49,2.78
0.91,Fair,H,SI2,64.4,57,2763,6.11,6.09,3.93
0.61,Very Good,G,VS1,62.7,57,2082,5.36,5.43,3.38
0.31,Ideal,E,VS2,62,56,756,4.38,4.36,2.71
0.9,Premium,D,VS2,63,62,4586,6.13,6.06,3.84
0.31,Ideal,H,VS2,62.1,55,628,4.35,4.32,2.69
0.4,Good,F,VS2,62,61.3,929,4.69,4.72,2.91
